RNU4-2	CD38.negative.naive.B.cell	26834
RNU5B-1	CD38.negative.naive.B.cell	26832
SNORD15B	CD38.negative.naive.B.cell	114599
SNORA64	CD38.negative.naive.B.cell	26784
SNORA8	CD38.negative.naive.B.cell	654320
SNORD17	CD38.negative.naive.B.cell	692086
SNORA68	CD38.negative.naive.B.cell	26780
SNORA27	CD38.negative.naive.B.cell	619499
SNORA18	CD38.negative.naive.B.cell	677805
SNORA24	CD38.negative.naive.B.cell	677809
SNORA46	CD38.negative.naive.B.cell	677827
SNORA37	CD38.negative.naive.B.cell	677819
SNORA52	CD38.negative.naive.B.cell	619565
SNORA38B	CD38.negative.naive.B.cell	100124536
SNORA50C	CD38.negative.naive.B.cell	677842
SNORA3A	CD38.negative.naive.B.cell	619562
SNORA65	CD38.negative.naive.B.cell	26783
SCARNA12	CD38.negative.naive.B.cell	677777
SCARNA3	CD38.negative.naive.B.cell	677679
SNORA5C	CD38.negative.naive.B.cell	677796
SNORA80A	CD38.negative.naive.B.cell	677846
SNORA44	CD38.negative.naive.B.cell	677825
SNORA3B	CD38.negative.naive.B.cell	677826
SNORA17A	CD38.negative.naive.B.cell	677804
SNORA80E	CD38.negative.naive.B.cell	677823
SCARNA11	CD38.negative.naive.B.cell	677780
SNORA14A	CD38.negative.naive.B.cell	677801
SNORA60	CD38.negative.naive.B.cell	677837
SNORA78	CD38.negative.naive.B.cell	677844
EIF4G2	CD38.negative.naive.B.cell	1982
GNAS	CD38.negative.naive.B.cell	2778
SP100	CD38.negative.naive.B.cell	6672
RNVU1-19	CD38.negative.naive.B.cell	101954277
BTG1	CD38.negative.naive.B.cell	694
LIMD2	CD38.negative.naive.B.cell	80774
TRIM22	CD38.negative.naive.B.cell	10346
CD37	CD38.negative.naive.B.cell	951
HLA-DPA1	CD38.negative.naive.B.cell	3113
ANKRD44	CD38.negative.naive.B.cell	91526
RBM5	CD38.negative.naive.B.cell	10181
ADD1	CD38.negative.naive.B.cell	118
NPIPB5	CD38.negative.naive.B.cell	100132247
CNOT1	CD38.negative.naive.B.cell	23019
CD79B	CD38.negative.naive.B.cell	974
TAGAP	CD38.negative.naive.B.cell	117289
PDE4B	CD38.negative.naive.B.cell	5142
BRD2	CD38.negative.naive.B.cell	6046
PRPF8	CD38.negative.naive.B.cell	10594
HLA-DMB	CD38.negative.naive.B.cell	3109
MS4A1	CD38.negative.naive.B.cell	931
FCMR	CD38.negative.naive.B.cell	9214
SRRM2	CD38.negative.naive.B.cell	23524
CD79A	CD38.negative.naive.B.cell	973
MYCBP2	CD38.negative.naive.B.cell	23077
PAPOLA	CD38.negative.naive.B.cell	10914
SNORA11E	CD38.negative.naive.B.cell	101340250
SNORA11D	CD38.negative.naive.B.cell	100124541
LINC-PINT	CD38.negative.naive.B.cell	378805
BIRC6	CD38.negative.naive.B.cell	57448
ELOVL5	CD38.negative.naive.B.cell	60481
SNX2	CD38.negative.naive.B.cell	6643
RCSD1	CD38.negative.naive.B.cell	92241
